510010;ACORIZAL;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;54km;54km;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/MatoGrosso_Municip_Acorizal.svg/1200px-MatoGrosso_Municip_Acorizal.svg.png
510620;NOVA BRASILÂNDIA;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;230km;230km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/MatoGrosso_Municip_NovaBrasilandia.svg/1200px-MatoGrosso_Municip_NovaBrasilandia.svg.png
510621;NOVA CANAÃ DO NORTE;MT;NORTE MATOGROSSENSE;COLÍDER;LESTE;69km;700km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/MatoGrosso_Municip_NovaCanaadoNorte.svg/1200px-MatoGrosso_Municip_NovaCanaadoNorte.svg.png
510880;NOVA GUARITA;MT;NORTE MATOGROSSENSE;COLÍDER;LESTE;110km;680km;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/MatoGrosso_Municip_NovaGuarita.svg/1200px-MatoGrosso_Municip_NovaGuarita.svg.png
510618;NOVA LACERDA;MT;SUDOESTE MATOGROSSENSE;PONTES E LACERDA;OESTE;100km;510km;https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/MatoGrosso_Municip_NovaLacerda.svg/1200px-MatoGrosso_Municip_NovaLacerda.svg.png
510885;NOVA MARILÂNDIA;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;120km;270km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/MatoGrosso_Municip_NovaMarilandia.svg/1200px-MatoGrosso_Municip_NovaMarilandia.svg.png
510890;NOVA MARINGÁ;MT;CENTRO NORTE;DIAMANTINO;CENTRO NORTE;189km;431km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/MatoGrosso_Municip_NovaMaringa.svg/1200px-MatoGrosso_Municip_NovaMaringa.svg.png
510895;NOVA MONTE VERDE;MT;ALTO TAPAJÓS;ALTA FLORESTA;NORTE;170km;950km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/MatoGrosso_Municip_NovaMonteVerde.svg/300px-MatoGrosso_Municip_NovaMonteVerde.svg.png
510622;NOVA MUTUM;MT;TELES PIRES;SINOP;NORTE;250km;270km;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/MatoGrosso_Municip_NovaMutum.svg/300px-MatoGrosso_Municip_NovaMutum.svg.png
510617;NOVA NAZARÁ;MT;MÉDIO ARAGUAIA;ÁGUA BOA;LESTE;58km;773km;https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/MatoGrosso_Municip_NovaNazare.svg/300px-MatoGrosso_Municip_NovaNazare.svg.png
510623;NOVA OLÍMPIA;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;38km;215km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/MatoGrosso_Municip_NovaOlimpia.svg/300px-MatoGrosso_Municip_NovaOlimpia.svg.png
510619;NOVA SANTA HELENA;MT;NORTE MATOGROSSENSE;COLÍDER;LESTE;32km;668km;https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/MatoGrosso_Municip_NovaSantaHelena.svg/1200px-MatoGrosso_Municip_NovaSantaHelena.svg.png
510624;NOVA UBIRATÃ;MT;TELES PIRES;SINOP;NORTE;160km;510km;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/MatoGrosso_Municip_NovaUbirata.svg/300px-MatoGrosso_Municip_NovaUbirata.svg.png
510625;NOVA XAVANTINA;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;150km;660km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/MatoGrosso_Municip_NovaXavantina.svg/300px-MatoGrosso_Municip_NovaXavantina.svg.png
510627;NOVO HORIZONTE DO NORTE;MT;VALE DO ARINOS;JUARA;NORTE;25km;670km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/MatoGrosso_Municip_NovoHorizontedoNorte.svg/1200px-MatoGrosso_Municip_NovoHorizontedoNorte.svg.png
510626;NOVO MUNDO;MT;VALE DO PEIXOTO;PEIXOTO DE AZEVEDO;NORTE;79km;779km;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/MatoGrosso_Municip_NovoMundo.svg/300px-MatoGrosso_Municip_NovoMundo.svg.png
510631;NOVO SANTO ANTÔNIO;MT;NORTE ARAGUAIA KARAJÁ;SÃO FÉLIX DO ARAGUAIA;LESTE;98km;1150km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/MatoGrosso_Municip_NovoSantoAntonio.svg/1200px-MatoGrosso_Municip_NovoSantoAntonio.svg.png
510628;NOVO SÃO JOAQUIM;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;204km;500km;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/MatoGrosso_Municip_NovoSaoJoaquim.svg/1200px-MatoGrosso_Municip_NovoSaoJoaquim.svg.png
510629;PARANAÍTA;MT;ALTO TAPAJÓS;ALTA FLORESTA;NORTE;60km;860km;https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/MatoGrosso_Municip_Paranaita.svg/300px-MatoGrosso_Municip_Paranaita.svg.png
510630;PARANATINGA;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;244km;420km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/MatoGrosso_Municip_Paranatinga.svg/300px-MatoGrosso_Municip_Paranatinga.svg.png
510637;PEDRA PRETA;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;30km;250km;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/MatoGrosso_Municip_PedraPreta.svg/300px-MatoGrosso_Municip_PedraPreta.svg.png
510642;PEIXOTO DE AZEVEDO;MT;VALE DO PEIXOTO;PEIXOTO DE AZEVEDO;NORTE;0km;700km;https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/MatoGrosso_Municip_PeixotodeAzevedo.svg/300px-MatoGrosso_Municip_PeixotodeAzevedo.svg.png
510645;PLANALTO DA SERRA;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;270km;270km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/MatoGrosso_Municip_PlanaltodaSerra.svg/300px-MatoGrosso_Municip_PlanaltodaSerra.svg.png
510650;POCONÉ;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;110km;110km;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/MatoGrosso_Municip_Pocone.svg/300px-MatoGrosso_Municip_Pocone.svg.png
510665;PONTAL DO ARAGUAIA;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;2km;530km;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/MatoGrosso_Municip_PontaldoAraguaia.svg/300px-MatoGrosso_Municip_PontaldoAraguaia.svg.png
510670;PONTE BRANCA;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;154km;510km;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/MatoGrosso_Municip_PonteBranca.svg/1200px-MatoGrosso_Municip_PonteBranca.svg.png
510675;PONTES E LACERDA;MT;SUDOESTE MATOGROSSENSE;PONTES E LACERDA;OESTE;0km;720km;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/MatoGrosso_Municip_PonteseLacerda.svg/300px-MatoGrosso_Municip_PonteseLacerda.svg.png
510677;PORTO ALEGRE DO NORTE;MT;ARAGUAIA XINGU;PORTO ALEGRE DO NORTE;LESTE;0km;1150km;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/MatoGrosso_Municip_PortoAlegredoNorte.svg/1200px-MatoGrosso_Municip_PortoAlegredoNorte.svg.png
510680;PORTO DOS GAÚCHOS;MT;VALE DO ARINOS;JUARA;NORTE;50km;650km;https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/MatoGrosso_Municip_PortodosGauchos.svg/1200px-MatoGrosso_Municip_PortodosGauchos.svg.png
510682;PORTO ESPERIDIÃO;MT;OESTE MATOGROSSENSE;CÁCERES;OESTE;105km;360km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/MatoGrosso_Municip_PortoEsperidiao.svg/300px-MatoGrosso_Municip_PortoEsperidiao.svg.png
510685;PORTO ESTRELA;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;142km;200km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/MatoGrosso_Municip_PortoEstrela.svg/300px-MatoGrosso_Municip_PortoEstrela.svg.png
510700;POXORÉU;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;85km;260km;https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/MatoGrosso_Municip_Poxoreo.svg/300px-MatoGrosso_Municip_Poxoreo.svg.png
510704;PRIMAVERA DO LESTE;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;135km;240km;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/MatoGrosso_Municip_PrimaveradoLeste.svg/300px-MatoGrosso_Municip_PrimaveradoLeste.svg.png
510706;QUERÊNCIA;MT;MÉDIO ARAGUAIA;ÁGUA BOA;LESTE;219km;920km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/MatoGrosso_Municip_Querencia.svg/300px-MatoGrosso_Municip_Querencia.svg.png
510715;RESERVA DO CABAÇAL;MT;OESTE MATOGROSSENSE;CÁCERES;OESTE;190km;420km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/MatoGrosso_Municip_ReservadoCabacal.svg/300px-MatoGrosso_Municip_ReservadoCabacal.svg.png
510718;RIBEIRÃO CASCALHEIRA;MT;MÉDIO ARAGUAIA;ÁGUA BOA;LESTE;153km;900km;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/MatoGrosso_Municip_RibeiraoCascalheira.svg/300px-MatoGrosso_Municip_RibeiraoCascalheira.svg.png
510719;RIBEIRÃOZINHO;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;110km;430km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/MatoGrosso_Municip_Ribeiraozinho.svg/300px-MatoGrosso_Municip_Ribeiraozinho.svg.png
510720;RIO BRANCO;MT;OESTE MATOGROSSENSE;CÁCERES;OESTE;105km;334km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/MatoGrosso_Municip_RioBranco.svg/1200px-MatoGrosso_Municip_RioBranco.svg.png
510757;RONDOLÂNDIA;MT;SUDOESTE MATOGROSSENSE;PONTES E LACERDA;OESTE;600km;1300km;https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/MatoGrosso_Municip_Rondolandia.svg/1200px-MatoGrosso_Municip_Rondolandia.svg.png
510760;RONDONÓPOLIS;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;0km;220km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/MatoGrosso_Municip_Rondonopolis.svg/300px-MatoGrosso_Municip_Rondonopolis.svg.png
510770;ROSÁRIO OESTE;MT;CENTRO NORTE;DIAMANTINO;CENTRO NORTE;80km;129km;https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/MatoGrosso_Municip_RosarioOeste.svg/1200px-MatoGrosso_Municip_RosarioOeste.svg.png
510775;SALTO DO CÉU;MT;OESTE MATOGROSSENSE;CÁCERES;OESTE;123km;350km;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/MatoGrosso_Municip_SaltodoCeu.svg/1200px-MatoGrosso_Municip_SaltodoCeu.svg.png
510724;SANTA CARMEM;MT;TELES PIRES;SINOP;NORTE;250km;500km;https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/MatoGrosso_Municip_SantaCarmem.svg/300px-MatoGrosso_Municip_SantaCarmem.svg.png
510774;SANTA CRUZ DO XINGU;MT;ARAGUAIA XINGU;PORTO ALEGRE DO NORTE;LESTE;230km;1380km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/MatoGrosso_Municip_SantaCruzdoXingu.svg/1200px-MatoGrosso_Municip_SantaCruzdoXingu.svg.png
510776;SANTA RITA DO TRIVELATO;MT;TELES PIRES;SINOP;NORTE;180km;350km;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/MatoGrosso_Municip_SantaRitadoTrivelato.svg/300px-MatoGrosso_Municip_SantaRitadoTrivelato.svg.png
510777;SANTA TEREZINHA;MT;ARAGUAIA XINGU;PORTO ALEGRE DO NORTE;LESTE;240km;1350km;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/MatoGrosso_Municip_SantaTerezinha.svg/1200px-MatoGrosso_Municip_SantaTerezinha.svg.png
510726;SANTO AFONSO;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;88km;270km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/MatoGrosso_Municip_SantoAfonso.svg/1200px-MatoGrosso_Municip_SantoAfonso.svg.png
510779;SANTO ANTÔNIO DO LESTE;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;270km;390km;https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/MatoGrosso_Municip_SantoAntoniodoLeste.svg/300px-MatoGrosso_Municip_SantoAntoniodoLeste.svg.png
510780;SANTO ANTÔNIO DO LEVERGER;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;40km;40km;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/MatoGrosso_Municip_SantoAntoniodoLeverger.svg/450px-MatoGrosso_Municip_SantoAntoniodoLeverger.svg.png
510785;SÃO FÉLIX DO ARAGUAIA;MT;NORTE ARAGUAIA KARAJÁ;SÃO FÉLIX DO ARAGUAIA;LESTE;0km;1170km;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/MatoGrosso_Municip_SaoFelixdoAraguaia.svg/300px-MatoGrosso_Municip_SaoFelixdoAraguaia.svg.png
510729;SÃO JOSÉ DO POVO;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;55km;280km;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/MatoGrosso_Municip_SaoJosedoPovo.svg/1200px-MatoGrosso_Municip_SaoJosedoPovo.svg.png
510730;SÃO JOSÉ DO RIO CLARO;MT;CENTRO NORTE;DIAMANTINO;CENTRO NORTE;125km;313km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/MatoGrosso_Municip_SaoJosedoRioClaro.svg/300px-MatoGrosso_Municip_SaoJosedoRioClaro.svg.png
510735;SÃO JOSÉ DO XINGU;MT;ARAGUAIA XINGU;PORTO ALEGRE DO NORTE;LESTE;220km;960km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/MatoGrosso_Municip_SaoJosedoXingu.svg/1200px-MatoGrosso_Municip_SaoJosedoXingu.svg.png
510710;SÃO JOSÉ DOS QUATRO MARCOS;MT;OESTE MATOGROSSENSE;CÁCERES;OESTE;85km;400km;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/MatoGrosso_Municip_SaoJosedosQuatroMarcos.svg/300px-MatoGrosso_Municip_SaoJosedosQuatroMarcos.svg.png
510740;SÃO PEDRO DA CIPA;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;150km;150km;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/MatoGrosso_Municip_SaoPedrodaCipa.svg/1200px-MatoGrosso_Municip_SaoPedrodaCipa.svg.png
510787;SAPEZAL;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;258km;490km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/MatoGrosso_Municip_Sapezal.svg/300px-MatoGrosso_Municip_Sapezal.svg.png
510788;SERRA NOVA DOURADA;MT;NORTE ARAGUAIA KARAJÁ;SÃO FÉLIX DO ARAGUAIA;LESTE;150km;1100km;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/MatoGrosso_Municip_SerraNovaDourada.svg/1200px-MatoGrosso_Municip_SerraNovaDourada.svg.png
510790;SINOP;MT;TELES PIRES;SINOP;NORTE;0km;504km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/MatoGrosso_Municip_Sinop.svg/300px-MatoGrosso_Municip_Sinop.svg.png
510792;SORRISO;MT;TELES PIRES;SINOP;NORTE;160km;430km;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/MatoGrosso_Municip_Sorriso.svg/300px-MatoGrosso_Municip_Sorriso.svg.png
510794;TABAPORÃ;MT;VALE DO ARINOS;JUARA;NORTE;110km;650km;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/MatoGrosso_Municip_Tabapora.svg/1200px-MatoGrosso_Municip_Tabapora.svg.png
510795;TANGARÁ DA SERRA;MT;MÉDIO NORTE MATOGROSSENSE;TANGARÁ DA SERRA;CENTRO NORTE;0km;250km;https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/MatoGrosso_Municip_TangaradaSerra.svg/300px-MatoGrosso_Municip_TangaradaSerra.svg.png
510800;TAPURAH;MT;TELES PIRES;SINOP;NORTE;70km;430km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Tapurah_map_2.png/300px-Tapurah_map_2.png
510805;TERRA NOVA DO NORTE;MT;VALE DO PEIXOTO;PEIXOTO DE AZEVEDO;NORTE;50km;650km;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/MatoGrosso_Municip_TerraNovadoNorte.svg/1200px-MatoGrosso_Municip_TerraNovadoNorte.svg.png
510810;TESOURO;MT;SUL MATOGROSSENSE;RONDONÓPOLIS;SUL;155km;390km;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/MatoGrosso_Municip_Tesouro.svg/300px-MatoGrosso_Municip_Tesouro.svg.png
510820;TORIXORÉU;MT;GARÇAS ARAGUAIA;BARRA DO GARÇAS;LESTE;58km;600km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/MatoGrosso_Municip_Torixoreu.svg/300px-MatoGrosso_Municip_Torixoreu.svg.png
510830;UNIÃO DO SUL;MT;TELES PIRES;SINOP;NORTE;40km;680km;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/MatoGrosso_Municip_UniaodoSul.svg/1200px-MatoGrosso_Municip_UniaodoSul.svg.png
510835;VALE DE SÃO DOMINGOS;MT;SUDOESTE MATOGROSSENSE;PONTES E LACERDA;OESTE;50km;540km;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/MatoGrosso_Municip_ValedeSaoDomingos.svg/300px-MatoGrosso_Municip_ValedeSaoDomingos.svg.png
510840;VÁRZEA GRANDE;MT;BAIXADA CUIABANA;CUIABÁ;CENTRO NORTE;11km;11km;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/MatoGrosso_Municip_VarzeaGrande.svg/300px-MatoGrosso_Municip_VarzeaGrande.svg.png
510850;VERA;MT;TELES PIRES;SINOP;NORTE;85km;490km;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/MatoGrosso_Municip_Vera.svg/1200px-MatoGrosso_Municip_Vera.svg.png
510550;VILA BELA DA SANTÍSSIMA TRINDADE;MT;SUDOESTE MATOGROSSENSE;PONTES E LACERDA;OESTE;95km;580km;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/MatoGrosso_Municip_VilaBeladaSantissimaTrindade.svg/300px-MatoGrosso_Municip_VilaBeladaSantissimaTrindade.svg.png
510860;VILA RICA;MT;ARAGUAIA XINGU;PORTO ALEGRE DO NORTE;LESTE;140km;1300km;https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/MatoGrosso_Municip_VilaRica.svg/1200px-MatoGrosso_Municip_VilaRica.svg.png